ppm,C1211,C1212,C1213,C1214,C1215,C1231,C1232,C1233,C1234,C1235
2.14188,0.000193035,0.000250304,0.000216774,0.000198229,0.000254167,0.000189236,0.00024668,0.000223055,0.000264399,0.000207116
2.14063,0.00019724,0.000254126,0.000222556,0.000197658,0.000257905,0.00019155,0.000251065,0.000222535,0.000263178,0.000207941
2.13938,0.000197342,0.00025277,0.000223977,0.000196773,0.000260897,0.000193308,0.000253441,0.00022295,0.000261641,0.000207685
2.13813,0.000197233,0.000251992,0.000224751,0.000197844,0.0002646,0.000195129,0.000254836,0.000225542,0.000263112,0.00020914
2.13687,0.000200117,0.000256028,0.00022808,0.000201272,0.00026879,0.000197311,0.000256502,0.00022981,0.000268152,0.00021317
2.13562,0.000206317,0.000264814,0.000234495,0.000205514,0.000271754,0.000199472,0.000258878,0.000233936,0.00027458,0.000218267
2.13437,0.000213229,0.000274344,0.000241637,0.000208248,0.000271506,0.00020077,0.000261243,0.000235958,0.000278974,0.000221571
2.13312,0.000217023,0.000279413,0.000245761,0.000207855,0.000267233,0.000200475,0.000262286,0.000234987,0.000278714,0.000220824
2.13187,0.000215109,0.000277031,0.000244133,0.000204364,0.000260005,0.000198491,0.00026109,0.000231782,0.0002737,0.000216104
2.13062,0.000208024,0.000268543,0.000237036,0.000199407,0.000252281,0.000195553,0.000257826,0.000228349,0.000266664,0.000210017
2.12936,0.000199404,0.000258969,0.000227945,0.000195212,0.000246505,0.000192999,0.000253788,0.000226693,0.000261526,0.000206056
2.12811,0.000193854,0.000253779,0.000221473,0.000193215,0.0002437,0.00019204,0.000250685,0.000227516,0.000260726,0.000206254
2.12686,0.000194028,0.000255215,0.000220372,0.000193145,0.000242875,0.000192937,0.000249521,0.000229739,0.000263442,0.000209788
2.12561,0.000198865,0.000260739,0.000223606,0.000193204,0.000241585,0.000194732,0.00024988,0.000231205,0.000266023,0.000213427
2.12436,0.000204041,0.000264602,0.000226766,0.000191273,0.000237519,0.000195866,0.000250199,0.000230155,0.000264406,0.000213618
2.12311,0.000204497,0.000261611,0.000224758,0.000186474,0.000230239,0.000195209,0.000248847,0.000226497,0.000257015,0.000208991
2.12185,0.000197757,0.000250812,0.000215336,0.000179966,0.000221602,0.00019273,0.000245102,0.000221875,0.000246129,0.000201412
2.1206,0.000185769,0.000236378,0.000200983,0.000174219,0.000214289,0.000189402,0.0002395,0.000218387,0.000236325,0.000194461
2.11935,0.00017352,0.000224523,0.00018723,0.000171156,0.000209738,0.000186459,0.000233483,0.000217033,0.000230996,0.000190553
2.1181,0.000165408,0.000218875,0.000178557,0.000170715,0.000207279,0.00018454,0.000228559,0.000217151,0.000229941,0.000189306
2.11685,0.00016251,0.000218346,0.000175424,0.000171031,0.00020494,0.000183354,0.000225406,0.000217152,0.00022995,0.000188347
2.1156,0.000162688,0.000218887,0.000174793,0.000169934,0.000201062,0.000182102,0.000223587,0.000215718,0.00022749,0.00018538
2.11434,0.000162743,0.000216869,0.000173098,0.000166493,0.000195522,0.000180199,0.000222098,0.000212659,0.000221174,0.000179774
2.11309,0.000160696,0.000211377,0.000168959,0.000161513,0.000189755,0.000177691,0.00022027,0.00020891,0.000212452,0.000172815
2.11184,0.000156804,0.000204277,0.000163708,0.000156788,0.000185563,0.000175183,0.000218224,0.000205767,0.000204315,0.00016671
2.11059,0.000152864,0.000198499,0.000159798,0.000153779,0.000183776,0.00017342,0.0002166,0.00020401,0.000199081,0.000163091
2.10934,0.000150452,0.000195755,0.000158696,0.000152762,0.000183875,0.000172823,0.000215898,0.000203602,0.000196964,0.000162142
2.10809,0.000149613,0.000195337,0.000159914,0.000152992,0.000184639,0.00017322,0.000216028,0.000204083,0.000196406,0.000162929
2.10683,0.000149069,0.000194844,0.00016164,0.000153539,0.000185014,0.000173998,0.000216388,0.000205057,0.000195607,0.000164342
2.10558,0.000147491,0.000192201,0.000162169,0.000153982,0.000184556,0.000174563,0.000216309,0.00020638,0.00019381,0.000165739
2.10433,0.000144501,0.000187257,0.000160949,0.000154505,0.000183495,0.000174752,0.000215493,0.000208126,0.000191486,0.000167009
2.10308,0.000140743,0.000181798,0.000158637,0.000155549,0.000182589,0.00017487,0.00021419,0.000210507,0.0001897,0.000168336
2.10183,0.00013734,0.000178197,0.000156422,0.000157412,0.000182746,0.000175422,0.000213065,0.000213715,0.000189408,0.000169956
2.10058,0.000135364,0.000177847,0.000155259,0.000160038,0.000184502,0.000176791,0.000212838,0.000217726,0.000191104,0.000171964
2.09932,0.00013549,0.000180486,0.000155511,0.000163077,0.000187714,0.000179069,0.000213879,0.000222289,0.000194742,0.000174282
2.09807,0.000137777,0.000184727,0.000157023,0.00016615,0.000191797,0.000182086,0.000216048,0.000227177,0.000199806,0.000176851
2.09682,0.000141673,0.000189258,0.000159345,0.00016915,0.000196243,0.000185591,0.000218892,0.000232376,0.000205542,0.000179926
2.09557,0.000146395,0.000193746,0.000162009,0.000172337,0.000200804,0.00018943,0.000221958,0.000237975,0.000211248,0.0001841
2.09432,0.000151465,0.000198743,0.000164815,0.000176104,0.000205169,0.000193594,0.000224981,0.000243853,0.000216428,0.000189812
2.09307,0.000156824,0.000204641,0.000167914,0.000180581,0.000208743,0.000198123,0.000227936,0.00024958,0.0002207,0.000196753
2.09181,0.000162425,0.000210757,0.000171544,0.000185467,0.000211047,0.000202992,0.000230984,0.000254739,0.000223774,0.000203932
2.09056,0.000167949,0.000215684,0.000175777,0.00019036,0.000212434,0.000208073,0.000234309,0.00025946,0.000225834,0.000210559
2.08931,0.00017317,0.000218809,0.000180783,0.000195323,0.000214287,0.000213226,0.000238015,0.000264627,0.000228025,0.00021693
2.08806,0.000178608,0.000221513,0.000187303,0.000201079,0.000218335,0.00021848,0.000242262,0.000271404,0.00023232,0.000224459
2.08681,0.000185634,0.000226684,0.000196488,0.000208459,0.000225528,0.000224098,0.000247462,0.000280404,0.000240356,0.000234686
2.08556,0.000195582,0.000236604,0.000208852,0.000217459,0.000235229,0.000230382,0.000254074,0.000290982,0.000251825,0.000247743
2.0843,0.000208239,0.000250617,0.000223079,0.000226755,0.000245375,0.000237369,0.000261993,0.000301336,0.000263779,0.000261399
2.08305,0.000220931,0.00026448,0.000235821,0.00023437,0.000253752,0.000244654,0.000270191,0.000309534,0.000272112,0.00027203
2.0818,0.000229689,0.000272721,0.000243345,0.000239266,0.000259701,0.000251533,0.000277194,0.000315042,0.0002748,0.000277435
2.08055,0.000232442,0.000273053,0.000244493,0.000242536,0.000264811,0.000257423,0.000282224,0.000319483,0.000274222,0.000279133
2.0793,0.000231591,0.000269108,0.000242472,0.000246835,0.000271764,0.000262352,0.000286047,0.000325665,0.000275881,0.000281592
2.07805,0.000232957,0.00026828,0.000243166,0.000254287,0.000282094,0.000267054,0.000290605,0.000335406,0.000284007,0.000288651
2.07679,0.000241369,0.000275897,0.00025073,0.000264589,0.00029474,0.000272455,0.000297485,0.000347923,0.000297717,0.000300265
2.07554,0.000256556,0.000290679,0.00026408,0.000275117,0.000306708,0.000278941,0.000306485,0.000360253,0.000311235,0.000312467
2.07429,0.000272996,0.000305517,0.000277449,0.00028309,0.000315477,0.000286094,0.000315666,0.000369566,0.000318321,0.000320716
2.07304,0.000284206,0.000313242,0.000284873,0.000288059,0.000321181,0.000293136,0.000322833,0.000375538,0.000317508,0.000323975
2.07179,0.000288192,0.000312833,0.000285246,0.000292555,0.000326595,0.000299708,0.000327363,0.000380721,0.000313735,0.000325975
2.07054,0.000289351,0.000310719,0.000283673,0.000300071,0.000334695,0.000306275,0.000330835,0.000388378,0.000314613,0.000332226
2.06928,0.000294795,0.000315533,0.000287579,0.000311896,0.000345869,0.000313718,0.000335876,0.000399551,0.000324018,0.000344983
2.06803,0.000307925,0.000330364,0.000300395,0.000325571,0.000357234,0.000322419,0.000343947,0.000411993,0.000338375,0.000360546
2.06678,0.000324872,0.000349218,0.000318076,0.00033646,0.000364835,0.000331664,0.000353833,0.000421986,0.000349162,0.000371618
2.06553,0.000337131,0.000361208,0.000331701,0.000341374,0.000367003,0.000340006,0.000362237,0.000427596,0.000349922,0.000373164
2.06428,0.00033849,0.000359422,0.000334423,0.000341261,0.000366072,0.000346394,0.000366221,0.00043055,0.000341849,0.00036693
2.06303,0.000330425,0.000346967,0.000327078,0.000340672,0.000366988,0.000351162,0.000365645,0.000435167,0.000333054,0.000360684
2.06177,0.000321405,0.000334895,0.000317714,0.000344367,0.000373711,0.000355945,0.000363492,0.000445093,0.000332219,0.000362612
2.06052,0.000320535,0.000333655,0.000315452,0.000353765,0.000386072,0.000362535,0.000363646,0.000460392,0.000341946,0.000375246
2.05927,0.000330587,0.000345022,0.000323583,0.000365952,0.000399533,0.000371494,0.000367928,0.000477271,0.000356812,0.000393563
2.05802,0.000345818,0.000360721,0.000337092,0.000375904,0.000408215,0.000381589,0.000374864,0.0004907,0.000367344,0.000408721
2.05677,0.000356201,0.000368755,0.00034649,0.000380261,0.000409031,0.000390548,0.000380983,0.00049805,0.000366927,0.000414637
2.05552,0.000355004,0.00036254,0.000345105,0.000379782,0.000403701,0.000396672,0.000383475,0.000500952,0.000356558,0.000412292
2.05426,0.000343802,0.000345651,0.000334154,0.000378625,0.000397271,0.000400081,0.000382264,0.000503933,0.000343857,0.000408482
2.05301,0.000330959,0.000328632,0.000321511,0.000381176,0.00039448,0.000402597,0.000380073,0.000511094,0.000337293,0.000410373
2.05176,0.000325221,0.000321005,0.000315646,0.000388963,0.000396711,0.000406357,0.000380413,0.000523345,0.000340256,0.000420394
2.05051,0.000329581,0.000324811,0.000319755,0.000399854,0.00040157,0.000412363,0.000385016,0.000537994,0.000349165,0.000435064
2.04926,0.000339712,0.00033397,0.000330151,0.000409857,0.000405218,0.000419994,0.000392715,0.000550845,0.00035668,0.000448102
2.04801,0.000347736,0.00033938,0.000339529,0.000416065,0.000405496,0.000427607,0.00040049,0.000559269,0.000357386,0.000455232
2.04675,0.000348346,0.000335825,0.000342533,0.000418591,0.000403461,0.000433768,0.000405723,0.000563969,0.0003516,0.000457024
2.0455,0.000342583,0.000325416,0.000339461,0.00042019,0.000402405,0.000438251,0.000408044,0.000568047,0.000344571,0.000457864
2.04425,0.000336455,0.000315254,0.000335376,0.000424129,0.000405486,0.000442123,0.000409505,0.000574415,0.000342282,0.000462498
2.043,0.000336153,0.000311961,0.000335871,0.000432107,0.000413888,0.000446816,0.000413028,0.000583791,0.000347479,0.000472924
2.04175,0.000343958,0.00031746,0.000343188,0.000443608,0.000426511,0.000453058,0.000420372,0.000594624,0.000358494,0.000487527
2.04049,0.000357503,0.000328394,0.000355318,0.000456829,0.000441206,0.000460497,0.000431151,0.00060457,0.000371128,0.000502576
2.03924,0.000372168,0.000338913,0.000368109,0.000470235,0.000456524,0.000468104,0.000443444,0.000612177,0.000382052,0.000514993
2.03799,0.000384653,0.000344905,0.000378591,0.000483557,0.000472645,0.000474944,0.000455332,0.000617633,0.000391193,0.000524571
2.03674,0.000395178,0.000346763,0.000387144,0.000497526,0.000490764,0.000480758,0.000466158,0.000622213,0.00040116,0.00053376
2.03549,0.000406761,0.000348572,0.000396807,0.000512699,0.000511552,0.000485945,0.000476638,0.000626894,0.00041426,0.000545146
2.03424,0.000422166,0.000354314,0.000410385,0.000528444,0.000534128,0.00049103,0.000487812,0.00063138,0.000429956,0.000558849
2.03298,0.000441106,0.000364346,0.000427739,0.000543132,0.000556617,0.000496083,0.000499795,0.000634362,0.000445266,0.000572233
2.03173,0.000460315,0.000375303,0.000445863,0.000555426,0.000577767,0.000500616,0.000511495,0.000634921,0.000457585,0.000582381
2.03048,0.000476492,0.000383593,0.000461612,0.000565658,0.000598281,0.000504081,0.000521626,0.000633745,0.000467378,0.000589022
2.02923,0.000489551,0.000389242,0.000474748,0.000576048,0.000620599,0.000506541,0.000530146,0.000633043,0.000478398,0.000595367
2.02798,0.000503211,0.00039657,0.000488443,0.000589416,0.000647281,0.00050893,0.000538692,0.000635173,0.000495503,0.000606132
2.02673,0.000522347,0.000411152,0.000506898,0.000607299,0.000679134,0.000512516,0.000549691,0.000641008,0.000521703,0.000624366
2.02547,0.000549253,0.000435568,0.000532084,0.000628666,0.000714243,0.000517976,0.000564725,0.000649127,0.000555958,0.000649296
2.02422,0.00058161,0.000467152,0.000561961,0.000649922,0.000748191,0.000524711,0.000583163,0.000656171,0.000592641,0.000676065
2.02297,0.000613345,0.000499054,0.000591092,0.00066615,0.000775315,0.000530949,0.000601906,0.000658102,0.000623014,0.000697153
2.02172,0.000637457,0.00052359,0.000612829,0.000673036,0.000790695,0.000534414,0.000616443,0.000651921,0.000638678,0.00070523
2.02047,0.000649014,0.000535797,0.000622089,0.000668752,0.000792312,0.000533105,0.000622792,0.000637218,0.000635898,0.000696973
2.01922,0.000647223,0.000535741,0.000617834,0.000654615,0.000781627,0.000525927,0.000619201,0.00061638,0.000617724,0.000675161
2.01796,0.000635425,0.000527874,0.000603588,0.000633793,0.00076168,0.000513111,0.00060674,0.000592737,0.000591185,0.000646182
2.01671,0.000618031,0.000516726,0.000584377,0.000609024,0.000734817,0.000496158,0.000588464,0.000568248,0.000561724,0.000614775
2.01546,0.000596755,0.000502608,0.000562358,0.000581646,0.00070268,0.000477038,0.000567631,0.000543358,0.000530996,0.000581911
2.01421,0.00057057,0.000482871,0.000536412,0.000552915,0.000667935,0.000457293,0.00054629,0.00051893,0.000500071,0.000547917
2.01296,0.000540004,0.000458028,0.000506554,0.000525455,0.000634642,0.000437866,0.000525456,0.000497369,0.000472923,0.00051594
2.01171,0.00051012,0.000434824,0.000477371,0.00050237,0.00060601,0.000419628,0.0005062,0.00048105,0.000454664,0.000490772
2.01045,0.000487799,0.000421548,0.000455441,0.000484595,0.000581873,0.000403509,0.000489814,0.000469676,0.000446355,0.00047423
2.0092,0.000475594,0.000420096,0.000443174,0.000469521,0.000558692,0.000389931,0.000476561,0.000459668,0.000442574,0.00046251
2.00795,0.000468704,0.000423265,0.000435761,0.000452774,0.000532486,0.000378257,0.000464735,0.000446565,0.000434984,0.000448636
2.0067,0.000458305,0.000420257,0.000424591,0.000431772,0.000502293,0.000367036,0.000451553,0.000428474,0.000418819,0.000428073
2.00545,0.000438585,0.000405597,0.000404344,0.000407905,0.000471215,0.000355027,0.000435382,0.000407625,0.000396547,0.000402518
2.0042,0.000411492,0.000383653,0.000377481,0.000385462,0.000444069,0.00034214,0.000417251,0.000388566,0.000375668,0.000378566
2.00294,0.000385072,0.000364922,0.000352262,0.000368192,0.000423545,0.000329496,0.000400165,0.000374565,0.000362548,0.000362321
2.00169,0.000366809,0.000357317,0.000335972,0.00035632,0.000408066,0.000318486,0.000386756,0.000365104,0.000357289,0.000354363
2.00044,0.000357522,0.000359652,0.000329015,0.000346438,0.000393128,0.000309616,0.000377173,0.000356515,0.000353804,0.00034921
1.99919,0.000350886,0.000362629,0.000324786,0.000334377,0.000374954,0.000302021,0.000368988,0.000345126,0.000345032,0.000339839
1.99794,0.000338992,0.000356472,0.000315261,0.000318647,0.000353309,0.000294053,0.000359119,0.000330228,0.000328879,0.000323401
1.99669,0.000319046,0.00033876,0.000297551,0.000301516,0.000331355,0.000284558,0.000346303,0.00031446,0.000309733,0.000303223
1.99543,0.000295474,0.000315865,0.000275861,0.000286917,0.000312941,0.000273853,0.000332052,0.000301489,0.00029453,0.000285687
1.99418,0.000275969,0.000297309,0.000257574,0.00027717,0.000299664,0.000263541,0.000319334,0.000293121,0.000287056,0.000275032
1.99293,0.000265283,0.000288332,0.000247285,0.000271233,0.000289898,0.000255247,0.000310185,0.000288053,0.000285247,0.000270336
1.99168,0.000261841,0.000286555,0.000243668,0.000265727,0.000280348,0.000249313,0.000304285,0.000283054,0.000283199,0.000266642
1.99043,0.000259412,0.000284649,0.000241111,0.000257675,0.000268786,0.000244548,0.000299419,0.000275513,0.000275928,0.000259006
1.98918,0.000252183,0.000276496,0.000234358,0.000246691,0.000255708,0.000239227,0.000293174,0.000265333,0.000263074,0.000246268
1.98792,0.000239133,0.000261934,0.000222475,0.000234969,0.000243632,0.000232474,0.000284571,0.000254708,0.000248774,0.000231649
1.98667,0.000224272,0.000246331,0.000209115,0.000225265,0.000234834,0.000224833,0.000274624,0.000246131,0.000238137,0.000219963
1.98542,0.000212945,0.000235699,0.000199135,0.000218747,0.000229568,0.000217609,0.000265458,0.000240451,0.000233364,0.000213958
1.98417,0.000207608,0.000231908,0.000194645,0.000214385,0.000226139,0.000211692,0.000258644,0.000236521,0.000232509,0.000212625
1.98292,0.000206365,0.000231846,0.00019365,0.000210072,0.000222471,0.000206966,0.000254135,0.00023242,0.000231484,0.000212423
1.98167,0.000204936,0.000230539,0.000192018,0.000204317,0.000217648,0.000202663,0.000250598,0.000227051,0.000227425,0.000210071
1.98041,0.000200073,0.000225106,0.000186843,0.00019718,0.000212173,0.000198128,0.000246641,0.000220833,0.000220614,0.000204643
1.97916,0.000191699,0.000216426,0.000178448,0.000189982,0.000207038,0.000193265,0.000241828,0.000215106,0.000213586,0.000197569
1.97791,0.000182361,0.000207691,0.000169657,0.000184174,0.000202675,0.000188437,0.000236716,0.000210908,0.000208628,0.000191012
1.97666,0.000174929,0.000201605,0.000163353,0.000180277,0.000198657,0.000184085,0.000232144,0.000208168,0.00020606,0.000186164
1.97541,0.000170615,0.000198625,0.000160465,0.000177606,0.000194172,0.000180427,0.000228505,0.000205832,0.00020448,0.000182686
1.97416,0.000168564,0.000197199,0.000159724,0.000174879,0.00018872,0.000177378,0.000225511,0.000202673,0.000202217,0.000179411
1.9729,0.000166877,0.000195316,0.000158936,0.000171189,0.000182529,0.000174639,0.00022247,0.000198112,0.000198604,0.000175551
1.97165,0.00016406,0.000191982,0.000156549,0.000166535,0.000176425,0.000171872,0.000218776,0.000192474,0.000194238,0.000171387
1.9704,0.00015981,0.000187617,0.000152374,0.000161591,0.000171307,0.000168901,0.000214358,0.000186612,0.000190259,0.000167886
1.96915,0.000154784,0.000183313,0.000147237,0.000157088,0.000167631,0.000165817,0.00020978,0.000181296,0.000187399,0.000165699
1.9679,0.00014989,0.00017988,0.00014217,0.000153384,0.000165249,0.000162876,0.000205874,0.000176888,0.00018558,0.000164508
1.96665,0.000145761,0.000177452,0.00013784,0.00015039,0.000163605,0.000160288,0.000203136,0.00017342,0.000184184,0.000163253
1.96539,0.000142579,0.000175688,0.000134405,0.000147753,0.000162066,0.000158089,0.000201437,0.000170809,0.000182562,0.000161034
1.96414,0.000140104,0.000174187,0.000131661,0.000145151,0.000160193,0.000156189,0.000200194,0.000168944,0.000180376,0.000157888
1.96289,0.000137895,0.000172794,0.0001293,0.000142525,0.000157842,0.000154516,0.000198755,0.000167645,0.000177719,0.000154747
1.96164,0.000135597,0.000171633,0.000127099,0.000140049,0.000155164,0.000153086,0.000196719,0.000166667,0.000175023,0.000152633
1.96039,0.000133066,0.00017094,0.000124964,0.000137893,0.00015254,0.000151989,0.000194048,0.000165784,0.000172725,0.000151859
1.95914,0.000130262,0.000170869,0.000122929,0.000136067,0.000150433,0.000151293,0.000190993,0.000164865,0.000170878,0.000151965
1.95788,0.00012715,0.000171366,0.000121139,0.000134502,0.000149177,0.000150921,0.000187862,0.00016387,0.000169062,0.000152247
1.95663,0.000123814,0.000172063,0.000119749,0.000133208,0.000148749,0.000150577,0.000184796,0.000162801,0.00016672,0.000152238
1.95538,0.000120579,0.000172344,0.000118777,0.000132281,0.000148712,0.000149866,0.000181768,0.0001617,0.000163677,0.000151772
1.95413,0.000117903,0.000171657,0.000118054,0.00013176,0.000148426,0.000148583,0.000178836,0.000160683,0.000160397,0.000150804
1.95288,0.000116059,0.000169834,0.000117351,0.000131505,0.000147443,0.000146903,0.000176353,0.000159937,0.000157753,0.000149318
1.95163,0.000114973,0.00016707,0.000116562,0.000131268,0.000145765,0.000145282,0.000174843,0.00015964,0.000156441,0.000147438
1.95037,0.000114379,0.000163631,0.00011584,0.000130882,0.000143727,0.000144124,0.000174608,0.000159842,0.000156548,0.000145502
1.94912,0.000114108,0.000159757,0.00011559,0.000130352,0.000141689,0.000143547,0.000175455,0.000160419,0.00015759,0.000143874
1.94787,0.000114171,0.000155813,0.000116196,0.000129756,0.000139884,0.000143394,0.000176844,0.000161137,0.0001589,0.000142656
1.94662,0.000114574,0.00015235,0.000117628,0.000129092,0.000138506,0.000143435,0.000178221,0.000161736,0.000160021,0.000141671
1.94537,0.000115148,0.000149803,0.000119321,0.000128327,0.000137814,0.000143518,0.000179214,0.00016199,0.000160888,0.000140802
1.94412,0.000115655,0.000148177,0.000120577,0.000127589,0.000138059,0.000143576,0.000179582,0.000161786,0.000161792,0.00014032
1.94286,0.000116058,0.0001472,0.000121141,0.000127249,0.000139302,0.00014356,0.000179182,0.000161202,0.0001632,0.000140773
1.94161,0.000116632,0.000146803,0.000121337,0.00012772,0.000141342,0.000143419,0.00017811,0.000160489,0.000165427,0.000142391
1.94036,0.000117742,0.00014729,0.000121672,0.00012911,0.000143768,0.000143134,0.000176827,0.000159908,0.000168318,0.000144608
1.93911,0.000119428,0.000148935,0.000122331,0.000131051,0.000146091,0.000142725,0.000175984,0.000159581,0.00017126,0.000146292
1.93786,0.000121231,0.000151513,0.000123075,0.000132905,0.000147927,0.000142235,0.000175988,0.000159529,0.000173674,0.000146568
1.93661,0.000122483,0.000154367,0.000123577,0.00013417,0.000149263,0.00014174,0.000176728,0.000159868,0.000175594,0.000145478
1.93535,0.000122886,0.000157019,0.000123866,0.000134774,0.000150604,0.00014138,0.000177767,0.000160908,0.000177708,0.000143919
1.9341,0.000122807,0.00015969,0.000124483,0.000135055,0.000152801,0.000141371,0.000178814,0.000162993,0.000180811,0.000143014
1.93285,0.000123047,0.000163186,0.000126222,0.000135486,0.000156587,0.000141915,0.000180018,0.000166233,0.000185175,0.000143484
1.9316,0.000124389,0.000168257,0.000129677,0.000136435,0.000162168,0.000143122,0.000181841,0.000170434,0.00019041,0.000145427
1.93035,0.000127297,0.000174981,0.000134949,0.000138131,0.000169236,0.000145044,0.000184704,0.000175254,0.000195844,0.0001485
1.9291,0.000131868,0.000182709,0.00014163,0.000140925,0.000177557,0.000147914,0.000188794,0.000180587,0.000201184,0.000152346
1.92784,0.000138003,0.000190733,0.000149206,0.000145836,0.000187945,0.000152432,0.000194303,0.000187128,0.000207308,0.000157281
1.92659,0.000146212,0.000199743,0.000158066,0.000155253,0.000203134,0.000159831,0.000202074,0.000196968,0.000217187,0.000165335
1.92534,0.000159462,0.000213955,0.000171161,0.000173206,0.000227712,0.000171619,0.000214187,0.000213583,0.000236407,0.00018109
1.92409,0.000185258,0.000242716,0.000195352,0.000203991,0.000266013,0.000188985,0.000233685,0.000240312,0.000271617,0.000210641
1.92284,0.00023487,0.000298435,0.000240068,0.000248466,0.000317735,0.000212004,0.000262881,0.000277026,0.000325402,0.000257095
1.92159,0.000315846,0.00038748,0.000310611,0.000299749,0.00037391,0.000238879,0.000300818,0.000316903,0.00038957,0.000314161
1.92033,0.000419214,0.000496869,0.0003978,0.00034278,0.000418318,0.000265536,0.000341561,0.00034731,0.000443966,0.000364379
1.91908,0.000513463,0.000590435,0.000473991,0.0003612,0.000436281,0.000285981,0.000375071,0.000356778,0.000466721,0.000387853
1.91783,0.000559016,0.000627372,0.000506191,0.000348262,0.000424508,0.000294141,0.000391212,0.000343374,0.000450398,0.000376798
1.91658,0.000537092,0.000592998,0.000480392,0.000312218,0.000392502,0.000287274,0.000385427,0.000316201,0.00040859,0.000341849
1.91533,0.000465144,0.000510957,0.000413709,0.000270252,0.000354411,0.000268614,0.000362264,0.000288042,0.000364866,0.000302928
1.91408,0.000381519,0.000422677,0.000340162,0.00023652,0.000320006,0.000246027,0.000332832,0.000266636,0.000335077,0.000274215
1.91282,0.000316107,0.000356545,0.000285084,0.000215362,0.000292342,0.000227037,0.000307542,0.000252541,0.00032008,0.000257745
1.91157,0.000276169,0.000316774,0.000253307,0.000203666,0.000271029,0.000214777,0.000290544,0.000243162,0.000312408,0.000248525
1.91032,0.000254065,0.000294355,0.000236695,0.00019701,0.000255469,0.000208145,0.000280283,0.000236889,0.000306259,0.000242405
1.90907,0.000241137,0.000281216,0.000226909,0.000193016,0.00024536,0.000204721,0.00027375,0.000233621,0.00030091,0.000238661
1.90782,0.000233523,0.000274365,0.000220656,0.000190964,0.000239878,0.000202966,0.000269379,0.000233147,0.000297655,0.000237612
1.90656,0.000229978,0.000272657,0.000217506,0.000190428,0.000237565,0.000202309,0.000266845,0.000234423,0.000296395,0.000238389
1.90531,0.000229011,0.00027427,0.000216907,0.000190867,0.00023701,0.000202323,0.000265713,0.000236312,0.000295592,0.000239439
1.90406,0.000229013,0.000277342,0.000217823,0.000191767,0.000237164,0.000202455,0.000265021,0.000238159,0.000294006,0.00023987
1.90281,0.000229287,0.000280734,0.000219338,0.00019244,0.000236891,0.000202288,0.00026382,0.000239278,0.000291188,0.000239275
1.90156,0.000229439,0.000282981,0.000220263,0.00019174,0.00023461,0.00020157,0.000261471,0.000238316,0.000286455,0.000236601
1.90031,0.000228,0.00028128,0.000218477,0.000188452,0.000228956,0.000199872,0.000257439,0.000233808,0.000278437,0.000230176
1.89905,0.000222636,0.000272825,0.000211709,0.000182312,0.000219986,0.000196531,0.000251249,0.000225619,0.000266318,0.000219338
1.8978,0.000212238,0.000257651,0.000199532,0.000174642,0.000209569,0.000191186,0.000242961,0.00021569,0.000251418,0.000205898
1.89655,0.000198667,0.000239843,0.000184591,0.000167718,0.000200229,0.000184385,0.000233569,0.000206966,0.000237018,0.000193575
1.8953,0.000185942,0.000225175,0.000171407,0.000163172,0.000193371,0.000177508,0.000224712,0.000201258,0.000226108,0.000185556
1.89405,0.000177255,0.00021687,0.000163326,0.000160764,0.000188436,0.00017193,0.000217786,0.00019796,0.000219111,0.000182212
1.8928,0.000172472,0.000213286,0.000160054,0.000158639,0.000183617,0.000168101,0.00021312,0.000194766,0.000213763,0.000180958
1.89154,0.000168458,0.000209637,0.000158007,0.000154835,0.000177324,0.000165317,0.000209833,0.000189642,0.000207172,0.000178368
1.89029,0.000161875,0.00020204,0.000153209,0.000148751,0.000169218,0.000162346,0.000206449,0.000182303,0.000198065,0.000172668
1.88904,0.0001518,0.000190177,0.000144223,0.000141454,0.000160237,0.000158364,0.00020187,0.000174152,0.000187361,0.000164584
1.88779,0.000140064,0.000176725,0.000132791,0.000134774,0.000151872,0.000153473,0.00019602,0.000167093,0.000177085,0.000156264
1.88654,0.000129563,0.000164937,0.000122163,0.000130076,0.00014527,0.000148481,0.000189803,0.000162299,0.000168886,0.000149563
1.88529,0.000122316,0.000156738,0.000114826,0.000127568,0.000140699,0.00014426,0.000184489,0.0001597,0.00016325,0.000145017
1.88403,0.000118537,0.000152194,0.000111268,0.00012644,0.00013764,0.000141225,0.000180946,0.000158313,0.000159524,0.000141869
1.88278,0.000116901,0.00014999,0.000110185,0.000125526,0.000135317,0.000139196,0.000179115,0.00015698,0.000156463,0.000138896
1.88153,0.000115561,0.000148457,0.000109664,0.000124021,0.000133164,0.000137571,0.000178017,0.000155036,0.000152956,0.000135422
1.88028,0.000113244,0.000146631,0.000108386,0.000121852,0.000130904,0.000135714,0.000176365,0.000152532,0.000148594,0.000131823
1.87903,0.000109787,0.000144584,0.0001061,0.000119538,0.000128423,0.000133343,0.00017343,0.000149993,0.00014382,0.000129098
1.87778,0.000105905,0.000142879,0.000103259,0.000117697,0.000125707,0.000130693,0.00016952,0.000147978,0.000139621,0.000127944
1.87652,0.000102575,0.000141838,0.000100377,0.000116585,0.000122897,0.000128291,0.000165668,0.000146777,0.00013691,0.000128138
1.87527,0.000100495,0.000141317,9.77E-05,0.000115984,0.000120288,0.000126531,0.000162868,0.000146347,0.00013597,0.000128674
