name,cluster
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.37544
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,1.33127
2-Hydroxyvalerate,0.90011
2-Hydroxyvalerate,0.90011
2-Hydroxyvalerate,0.90011
2-Hydroxyvalerate,0.90011
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.24482
2-Methylglutarate,2.14766
